id,city_id,city_name,year,category,item_name,price,unit,is_essential
1,001,北京,1980,food,粳米,0.14,500g,True
2,001,北京,1980,food,大豆油,4.16,5L,True
3,001,北京,1980,food,精瘦肉,0.96,500g,True
4,001,北京,1980,clothing,棉质T恤,3.44,件,True
5,001,北京,1980,food,330ml啤酒,0.35,听,False
6,001,北京,1980,food,500ml五粮液,3.66,瓶,False
7,001,北京,1980,income,月平均工资,67.23,元/月,True
8,001,北京,1980,service,理发,0.25,次,True
9,001,北京,1981,food,粳米,0.15,500g,True
10,001,北京,1981,food,大豆油,4.19,5L,True
11,001,北京,1981,food,精瘦肉,1.1,500g,True
12,001,北京,1981,clothing,棉质T恤,3.8,件,True
13,001,北京,1981,food,330ml啤酒,0.35,听,False
14,001,北京,1981,food,500ml五粮液,4.43,瓶,False
15,001,北京,1981,income,月平均工资,71.99,元/月,True
16,001,北京,1981,service,理发,0.25,次,True
17,001,北京,1982,food,粳米,0.15,500g,True
18,001,北京,1982,food,大豆油,4.36,5L,True
19,001,北京,1982,food,精瘦肉,1.16,500g,True
20,001,北京,1982,clothing,棉质T恤,4.07,件,True
21,001,北京,1982,food,330ml啤酒,0.38,听,False
22,001,北京,1982,food,500ml五粮液,5.04,瓶,False
23,001,北京,1982,income,月平均工资,75.05,元/月,True
24,001,北京,1982,service,理发,0.31,次,True
25,001,北京,1983,food,粳米,0.16,500g,True
26,001,北京,1983,food,大豆油,4.24,5L,True
27,001,北京,1983,food,精瘦肉,1.21,500g,True
28,001,北京,1983,clothing,棉质T恤,4.23,件,True
29,001,北京,1983,food,330ml啤酒,0.39,听,False
30,001,北京,1983,food,500ml五粮液,5.52,瓶,False
31,001,北京,1983,income,月平均工资,78.43,元/月,True
32,001,北京,1983,service,理发,0.34,次,True
33,001,北京,1984,food,粳米,0.17,500g,True
34,001,北京,1984,food,大豆油,4.45,5L,True
35,001,北京,1984,food,精瘦肉,1.26,500g,True
36,001,北京,1984,clothing,棉质T恤,4.47,件,True
37,001,北京,1984,food,330ml啤酒,0.41,听,False
38,001,北京,1984,food,500ml五粮液,6.4,瓶,False
39,001,北京,1984,income,月平均工资,88.85,元/月,True
40,001,北京,1984,service,理发,0.41,次,True
41,001,北京,1985,food,粳米,0.18,500g,True
42,001,北京,1985,food,大豆油,4.77,5L,True
43,001,北京,1985,food,精瘦肉,1.58,500g,True
44,001,北京,1985,clothing,棉质T恤,5.55,件,True
45,001,北京,1985,food,330ml啤酒,0.45,听,False
46,001,北京,1985,food,500ml五粮液,9.18,瓶,False
47,001,北京,1985,income,月平均工资,113.01,元/月,True
48,001,北京,1985,service,理发,0.51,次,True
49,001,北京,1986,food,粳米,0.2,500g,True
50,001,北京,1986,food,大豆油,5.13,5L,True
51,001,北京,1986,food,精瘦肉,1.82,500g,True
52,001,北京,1986,clothing,棉质T恤,6.41,件,True
53,001,北京,1986,food,330ml啤酒,0.49,听,False
54,001,北京,1986,food,500ml五粮液,12.04,瓶,False
55,001,北京,1986,income,月平均工资,123.47,元/月,True
56,001,北京,1986,service,理发,0.61,次,True
57,001,北京,1987,food,粳米,0.22,500g,True
58,001,北京,1987,food,大豆油,5.39,5L,True
59,001,北京,1987,food,精瘦肉,2.07,500g,True
60,001,北京,1987,clothing,棉质T恤,7.97,件,True
61,001,北京,1987,food,330ml啤酒,0.54,听,False
62,001,北京,1987,food,500ml五粮液,17.98,瓶,False
63,001,北京,1987,income,月平均工资,135.92,元/月,True
64,001,北京,1987,service,理发,0.79,次,True
65,001,北京,1988,food,粳米,0.28,500g,True
66,001,北京,1988,food,大豆油,8.43,5L,True
67,001,北京,1988,food,精瘦肉,3.57,500g,True
68,001,北京,1988,clothing,棉质T恤,11.96,件,True
69,001,北京,1988,food,330ml啤酒,0.7,听,False
70,001,北京,1988,food,500ml五粮液,79.8,瓶,False
71,001,北京,1988,income,月平均工资,167.91,元/月,True
72,001,北京,1988,service,理发,1.19,次,True
73,001,北京,1989,food,粳米,0.35,500g,True
74,001,北京,1989,food,大豆油,10.17,5L,True
75,001,北京,1989,food,精瘦肉,4.18,500g,True
76,001,北京,1989,clothing,棉质T恤,14.7,件,True
77,001,北京,1989,food,330ml啤酒,0.91,听,False
78,001,北京,1989,food,500ml五粮液,121.59,瓶,False
79,001,北京,1989,income,月平均工资,199.5,元/月,True
80,001,北京,1989,service,理发,1.51,次,True
81,001,北京,1990,food,粳米,0.4,500g,True
82,001,北京,1990,food,大豆油,11.08,5L,True
83,001,北京,1990,food,精瘦肉,4.56,500g,True
84,001,北京,1990,clothing,棉质T恤,18.11,件,True
85,001,北京,1990,food,330ml啤酒,1.0,听,False
86,001,北京,1990,food,500ml五粮液,133.32,瓶,False
87,001,北京,1990,income,月平均工资,224.87,元/月,True
88,001,北京,1990,service,理发,1.96,次,True
89,001,北京,1991,food,粳米,0.45,500g,True
90,001,北京,1991,food,大豆油,12.68,5L,True
91,001,北京,1991,food,精瘦肉,4.81,500g,True
92,001,北京,1991,clothing,棉质T恤,20.22,件,True
93,001,北京,1991,food,330ml啤酒,1.1,听,False
94,001,北京,1991,food,500ml五粮液,148.69,瓶,False
95,001,北京,1991,income,月平均工资,239.52,元/月,True
96,001,北京,1991,service,理发,2.5,次,True
97,001,北京,1992,food,粳米,0.59,500g,True
98,001,北京,1992,food,大豆油,14.91,5L,True
99,001,北京,1992,food,精瘦肉,5.51,500g,True
100,001,北京,1992,clothing,棉质T恤,21.91,件,True
101,001,北京,1992,food,330ml啤酒,1.21,听,False
102,001,北京,1992,food,500ml五粮液,166.93,瓶,False
103,001,北京,1992,income,月平均工资,245.27,元/月,True
104,001,北京,1992,service,理发,3.02,次,True
105,001,北京,1993,food,粳米,0.86,500g,True
106,001,北京,1993,food,大豆油,18.61,5L,True
107,001,北京,1993,food,精瘦肉,7.5,500g,True
108,001,北京,1993,clothing,棉质T恤,25.3,件,True
109,001,北京,1993,food,330ml啤酒,1.42,听,False
110,001,北京,1993,food,500ml五粮液,189.45,瓶,False
111,001,北京,1993,income,月平均工资,347.72,元/月,True
112,001,北京,1993,service,理发,4.0,次,True
113,001,北京,1994,food,粳米,1.22,500g,True
114,001,北京,1994,food,大豆油,24.61,5L,True
115,001,北京,1994,food,精瘦肉,10.34,500g,True
116,001,北京,1994,clothing,棉质T恤,30.27,件,True
117,001,北京,1994,food,330ml啤酒,1.6,听,False
118,001,北京,1994,food,500ml五粮液,241.85,瓶,False
119,001,北京,1994,income,月平均工资,554.94,元/月,True
120,001,北京,1994,service,理发,5.9,次,True
121,001,北京,1995,food,粳米,1.49,500g,True
122,001,北京,1995,food,大豆油,32.11,5L,True
123,001,北京,1995,food,精瘦肉,12.17,500g,True
124,001,北京,1995,clothing,棉质T恤,34.71,件,True
125,001,北京,1995,food,330ml啤酒,1.77,听,False
126,001,北京,1995,food,500ml五粮液,285.37,瓶,False
127,001,北京,1995,income,月平均工资,675.1,元/月,True
128,001,北京,1995,service,理发,7.93,次,True
129,001,北京,1996,food,粳米,1.64,500g,True
130,001,北京,1996,food,大豆油,30.17,5L,True
131,001,北京,1996,food,精瘦肉,11.39,500g,True
132,001,北京,1996,clothing,棉质T恤,38.7,件,True
133,001,北京,1996,food,330ml啤酒,1.81,听,False
134,001,北京,1996,food,500ml五粮液,302.53,瓶,False
135,001,北京,1996,income,月平均工资,767.09,元/月,True
136,001,北京,1996,service,理发,9.04,次,True
137,001,北京,1997,food,粳米,1.6,500g,True
138,001,北京,1997,food,大豆油,27.54,5L,True
139,001,北京,1997,food,精瘦肉,11.1,500g,True
140,001,北京,1997,clothing,棉质T恤,39.21,件,True
141,001,北京,1997,food,330ml啤酒,1.77,听,False
142,001,北京,1997,food,500ml五粮液,314.17,瓶,False
143,001,北京,1997,income,月平均工资,864.04,元/月,True
144,001,北京,1997,service,理发,9.83,次,True
145,001,北京,1998,food,粳米,1.58,500g,True
146,001,北京,1998,food,大豆油,25.68,5L,True
147,001,北京,1998,food,精瘦肉,9.99,500g,True
148,001,北京,1998,clothing,棉质T恤,42.36,件,True
149,001,北京,1998,food,330ml啤酒,1.78,听,False
150,001,北京,1998,food,500ml五粮液,335.38,瓶,False
151,001,北京,1998,income,月平均工资,939.97,元/月,True
152,001,北京,1998,service,理发,9.99,次,True
153,001,北京,1999,food,粳米,1.49,500g,True
154,001,北京,1999,food,大豆油,24.41,5L,True
155,001,北京,1999,food,精瘦肉,8.45,500g,True
156,001,北京,1999,clothing,棉质T恤,40.29,件,True
157,001,北京,1999,food,330ml啤酒,1.79,听,False
158,001,北京,1999,food,500ml五粮液,355.29,瓶,False
159,001,北京,1999,income,月平均工资,1114.38,元/月,True
160,001,北京,1999,service,理发,9.85,次,True
161,001,北京,2000,food,粳米,1.48,500g,True
162,001,北京,2000,food,大豆油,22.69,5L,True
163,001,北京,2000,food,精瘦肉,7.93,500g,True
164,001,北京,2000,clothing,棉质T恤,40.41,件,True
165,001,北京,2000,food,330ml啤酒,1.8,听,False
166,001,北京,2000,food,500ml五粮液,344.33,瓶,False
167,001,北京,2000,income,月平均工资,1326.82,元/月,True
168,001,北京,2000,service,理发,11.99,次,True
169,001,北京,2001,food,粳米,1.41,500g,True
170,001,北京,2001,food,大豆油,21.25,5L,True
171,001,北京,2001,food,精瘦肉,8.08,500g,True
172,001,北京,2001,clothing,棉质T恤,42.19,件,True
173,001,北京,2001,food,330ml啤酒,1.88,听,False
174,001,北京,2001,food,500ml五粮液,362.86,瓶,False
175,001,北京,2001,income,月平均工资,1507.29,元/月,True
176,001,北京,2001,service,理发,11.85,次,True
177,001,北京,2002,food,粳米,1.46,500g,True
178,001,北京,2002,food,大豆油,24.57,5L,True
179,001,北京,2002,food,精瘦肉,8.53,500g,True
180,001,北京,2002,clothing,棉质T恤,45.31,件,True
181,001,北京,2002,food,330ml啤酒,2.02,听,False
182,001,北京,2002,food,500ml五粮液,385.89,瓶,False
183,001,北京,2002,income,月平均工资,1832.61,元/月,True
184,001,北京,2002,service,理发,15.26,次,True
185,001,北京,2003,food,粳米,1.62,500g,True
186,001,北京,2003,food,大豆油,31.4,5L,True
187,001,北京,2003,food,精瘦肉,9.53,500g,True
188,001,北京,2003,clothing,棉质T恤,45.39,件,True
189,001,北京,2003,food,330ml啤酒,2.0,听,False
190,001,北京,2003,food,500ml五粮液,394.0,瓶,False
191,001,北京,2003,income,月平均工资,2069.51,元/月,True
192,001,北京,2003,service,理发,15.15,次,True
193,001,北京,2004,food,粳米,1.86,500g,True
194,001,北京,2004,food,大豆油,44.58,5L,True
195,001,北京,2004,food,精瘦肉,12.28,500g,True
